Bulletin_Nr;Wochenbeginn;Wochenende;Year;PopCity;PopCanton;InfluenzaIncCossonay;Lebendgeburten_gr;Lebendgeburten_kl;Totgeburten_gr;Totgeburten_kl;Sterbefalle_gr;Sterbefalle_kl;Deaths;Deaths10000;Kinder_gr;Kinder_kl;Influenza_Stadt;CasesCity10000;Influenza_Kanton;CasesCanton10000;Andere_Infekt;HospInf10000;Total_Aufnahmen;Hosp10000;Ortsfremde;Gesamtbestand;Anzahl
35;15.08.2020;21.08.2020;1920;69900;317800;0;15;8;;1;9;6;15;2.145922747;;1;0;0;0;0;1;0.031466331;160;5.034612964;76;951;
36;22.08.2020;28.08.2020;1920;69900;317800;0;14;19;;1;12;7;19;2.718168813;2;1;0;0;0;0;4;0.125865324;143;4.499685337;73;905;
37;29.08.2020;04.09.2020;1920;69900;317800;0;16;10;;1;10;4;14;2.00286123;2;;0;0;0;0;3;0.094398993;160;5.034612964;77;903;
38;05.09.2020;11.09.2020;1920;69900;317800;0;17;13;1;;13;5;18;2.575107296;4;;0;0;0;0;7;0.220264317;182;5.726872247;109;913;
39;12.09.2020;18.09.2020;1920;69900;317800;0;16;16;;2;16;10;26;3.719599428;2;2;0;0;1;0.031466331;4;0.125865324;139;4.373820013;82;900;
40;19.09.2020;25.09.2020;1920;69900;317800;0;14;17;;;22;7;29;4.148783977;;1;0;0;0;0;3;0.094398993;137;4.310887351;55;904;
41;26.09.2020;02.10.2020;1920;69900;317800;0;22;16;2;1;13;6;19;2.718168813;;2;0;0;0;0;5;0.157331655;153;4.814348647;96;894;
42;03.10.2020;09.10.2020;1920;69900;317800;0;9;10;;2;10;11;21;3.004291845;1;1;0;0;0;0;5;0.157331655;119;3.744493392;69;883;
43;10.10.2020;16.10.2020;1920;69900;317800;0;10;17;;;10;10;20;2.861230329;1;;0;0;0;0;0;0;143;4.499685337;81;887;
44;17.10.2020;23.10.2020;1920;69900;317800;0;10;15;1;;9;4;13;1.859799714;;2;0;0;1;0.031466331;1;0.031466331;145;4.562617999;76;916;
45;24.10.2020;30.10.2020;1920;69900;317800;0;17;6;1;;11;3;14;2.00286123;2;1;0;0;0;0;2;0.062932662;154;4.845814978;79;949;
46;31.10.2020;06.11.2020;1920;69900;317800;0;15;12;1;2;11;6;17;2.43204578;;1;0;0;1;0.031466331;1;0.031466331;153;4.814348647;84;978;
47;07.11.2020;13.11.2020;1920;69900;317800;0;13;11;;2;16;7;23;3.290414878;;;12;1.716738197;12;0.377595972;3;0.094398993;127;3.99622404;74;979;
48;14.11.2020;20.11.2020;1920;69900;317800;0;11;24;2;1;17;9;26;3.719599428;2;4;2;0.286123033;2;0.062932662;1;0.031466331;145;4.562617999;79;926;
49;21.11.2020;27.11.2020;1920;69900;317800;0;11;6;1;;15;7;22;3.147353362;3;2;0;0;0;0;6;0.188797986;134;4.216488357;70;945;
50;28.11.2020;04.12.2020;1920;69900;317800;0;12;15;;1;16;9;25;3.576537911;1;1;0;0;2;0.062932662;4;0.125865324;152;4.782882316;84;949;
51;05.12.2020;11.12.2020;1920;69900;317800;0;12;14;;;8;10;18;2.575107296;;2;0;0;0;0;1;0.031466331;156;4.90874764;75;960;
52;12.12.2020;18.12.2020;1920;69900;317800;0;11;10;;1;12;6;18;2.575107296;2;;1;0.143061516;1;0.031466331;2;0.062932662;126;3.964757709;49;966;
